"crn"	"subject"	"num"	"description"	"section"	"type"	"credits"	"start"	"end"	"days"	"where"	"schedule"	"instructor"
"22779"	"Geography"	"GY 252"	"Physical Geography Lab I"	"006"	"LAB"	"1"	"14:00:00"	"16:00:00"	"W"	"Martin Hall 105"	"Lab"	"Saeideh Gharehchahi"
"22780"	"Geography"	"GY 253"	"Physical Geography Lab II"	"001"	"ONL"	"1"	"00:00:00"	"00:00:00"	""	"Online"	"Online (asynchronous)"	"Saeideh Gharehchahi"
"22781"	"Geography"	"GY 253"	"Physical Geography Lab II"	"002"	"LAB"	"1"	"08:30:00"	"10:30:00"	"W"	"Martin Hall 105"	"Lab"	"Saeideh Gharehchahi"
"22782"	"Geography"	"GY 253"	"Physical Geography Lab II"	"003"	"LAB"	"1"	"11:00:00"	"13:00:00"	"M"	"Martin Hall 105"	"Lab"	"Saeideh Gharehchahi"
"22783"	"Geography"	"GY 253"	"Physical Geography Lab II"	"004"	"ONL"	"1"	"00:00:00"	"00:00:00"	""	"Online"	"Online (asynchronous)"	"Saeideh Gharehchahi"
"22784"	"Geography"	"GY 253"	"Physical Geography Lab II"	"005"	"LAB"	"1"	"10:00:00"	"12:00:00"	"R"	"Martin Hall 105"	"Lab"	"Saeideh Gharehchahi"
"22785"	"Geography"	"GY 253"	"Physical Geography Lab II"	"006"	"ONL"	"1"	"00:00:00"	"00:00:00"	""	"Online"	"Online (asynchronous)"	"Saeideh Gharehchahi"
"22786"	"Geography"	"GY 304"	"Trail Building and Maintenance"	"001"	"SB"	"3"	"14:30:00"	"16:00:00"	"TR"	"Martin Hall 234"	"Site-Based"	"Ross Hamilton Martin"
"22787"	"Geography"	"GY 307"	"Geographic Information Systems (WI)"	"001"	"BL1"	"3"	"15:00:00"	"16:00:00"	"MWF"	"Martin Hall 203"	"Hybrid (mostly on-campus)"	"Saeideh Gharehchahi"
"22821"	"Geography"	"GY 399"	"Study Tour: Paris"	"001"	"SB"	"3"	"11:00:00"	"12:30:00"	"TR"	"Martin Hall 202"	"Site-Based"	"Mark Joseph Sciuchetti"
"22788"	"Geography"	"GY 409"	"Music Geography"	"001"	"LEC"	"3"	"11:15:00"	"12:15:00"	"MWF"	"Martin Hall 234"	"In-Person Instruction"	"Mark Joseph Sciuchetti"
"22030"	"Health & PE"	"HPE 103"	"Foundations of Health and Physical Education"	"001"	"BL1"	"3"	"09:15:00"	"10:45:00"	"TR"	"TBA"	"Hybrid (mostly on-campus)"	"Amy Maxwell Harris, Regina D Moses"
"22034"	"Health & PE"	"HPE 108"	"Pound"	"001"	"ACT"	"2"	"09:15:00"	"10:15:00"	"TR"	"Recreation and Fitness Center"	"Activity"	"Jennifer Aubrey Crosson, Regina D Moses"
"22013"	"Health & PE"	"HPE 109"	"Concepts of Wellness"	"001"	"BL1"	"3"	"08:45:00"	"09:45:00"	"MW"	"TBA"	"Hybrid (mostly on-campus)"	"Jennifer Aubrey Crosson, Regina D Moses"
"22015"	"Health & PE"	"HPE 109"	"Concepts of Wellness"	"002"	"BL1"	"3"	"12:30:00"	"13:30:00"	"MW"	"TBA"	"Hybrid (mostly on-campus)"	"Regina D Moses"
"22033"	"Health & PE"	"HPE 109"	"Concepts of Wellness"	"003"	"BL1"	"3"	"11:00:00"	"12:30:00"	"TR"	"TBA"	"Hybrid (mostly on-campus)"	"Regina D Moses"
"22061"	"Health & PE"	"HPE 109"	"Concepts of Wellness"	"004"	"ONL"	"3"	"00:00:00"	"00:00:00"	""	"Online"	"Online (asynchronous)"	"Andrea Martin Rains, Regina D Moses"
"22546"	"Health & PE"	"HPE 109"	"Concepts of Wellness"	"005"	"ONL"	"3"	"00:00:00"	"00:00:00"	""	"Online"	"Online (asynchronous)"	"Andrea Martin Rains, Regina D Moses"
"21180"	"Health & PE"	"HPE 112"	"Pickleball"	"001"	"ACT"	"1"	"09:15:00"	"10:15:00"	"T"	"Kennamer Hall GYM-134"	"Activity"	"Lori Galloway Cochran, Regina D Moses"
"22069"	"Health & PE"	"HPE 117"	"Introduction to Yoga"	"001"	"ACT"	"1"	"07:30:00"	"08:30:00"	"M"	"Recreation and Fitness Center"	"Activity"	"Regina D Moses"
"22071"	"Health & PE"	"HPE 120"	"Introduction to Pilates"	"001"	"ACT"	"1"	"08:45:00"	"09:45:00"	"M"	"Recreation and Fitness Center"	"Activity"	"Regina D Moses"
"22077"	"Health & PE"	"HPE 121"	"Beginning Weight Training"	"001"	"ACT"	"2"	"10:00:00"	"11:00:00"	"MW"	"TBA"	"Activity"	"Kaitlyn Nicole Mayfield, Regina D Moses"
"22035"	"Health & PE"	"HPE 142"	"Zumba"	"001"	"ACT"	"2"	"10:00:00"	"11:00:00"	"MW"	"Recreation and Fitness Center"	"Activity"	"Amy Maxwell Harris, Regina D Moses"
"21176"	"Health & PE"	"HPE 145"	"Team Sport Skills"	"001"	"BL1"	"2"	"08:00:00"	"09:00:00"	"TR"	"Kennamer Hall GYM-134"	"Hybrid (mostly on-campus)"	"Lori Galloway Cochran, Regina D Moses"
"21178"	"Health & PE"	"HPE 146"	"Individual and Dual Sports Skills"	"001"	"ACT"	"2"	"10:00:00"	"12:00:00"	"MW"	"Kennamer Hall GYM-134"	"Activity"	"Kory Jon Hill, Regina D Moses"
"22075"	"Health & PE"	"HPE 147"	"CrossFit Functional Fitness I"	"001"	"ACT"	"2"	"11:15:00"	"12:15:00"	"MW"	"TBA"	"Activity"	"Kaitlyn Nicole Mayfield, Regina D Moses"
"22018"	"Health & PE"	"HPE 165"	"Introduction Exercise Science and Wellness"	"001"	"LEC"	"1"	"11:00:00"	"12:00:00"	"T"	"TBA"	"In-Person Instruction"	"Jennifer Aubrey Crosson, Regina D Moses"
"22827"	"Health & PE"	"HPE 180"	"Disconnect for Well-being"	"001"	"ONL"	"3"	"00:00:00"	"00:00:00"	""	"Online"	"Online (asynchronous)"	"Amy Maxwell Harris, Regina D Moses"
"21155"	"Health & PE"	"HPE 191"	"Varsity Sports-Women's Track"	"001"	"ACT"	"1"	"00:00:00"	"00:00:00"	"TBA"	"TBA"	"Activity"	"Gregory B Bonds"
"21156"	"Health & PE"	"HPE 191"	"Varsity Sports-Women's Track"	"002"	"ACT"	"1"	"00:00:00"	"00:00:00"	"TBA"	"TBA"	"Activity"	"Gregory B Bonds"
"21157"	"Health & PE"	"HPE 191"	"Varsity Sports-Women's Track"	"003"	"ACT"	"1"	"00:00:00"	"00:00:00"	"TBA"	"TBA"	"Activity"	"Gregory B Bonds"
"21159"	"Health & PE"	"HPE 191"	"Varsity Sports-Women's Track"	"004"	"ACT"	"1"	"00:00:00"	"00:00:00"	"TBA"	"TBA"	"Activity"	"Gregory B Bonds"
"21160"	"Health & PE"	"HPE 191"	"Varsity Sports-Women's Track"	"005"	"ACT"	"1"	"00:00:00"	"00:00:00"	"TBA"	"TBA"	"Activity"	"Gregory B Bonds"
"21161"	"Health & PE"	"HPE 191"	"Varsity Sports-Women's Track"	"006"	"ACT"	"1"	"00:00:00"	"00:00:00"	"TBA"	"TBA"	"Activity"	"Gregory B Bonds"
"21163"	"Health & PE"	"HPE 191"	"Varsity Sports-Women's Track"	"007"	"ACT"	"1"	"00:00:00"	"00:00:00"	"TBA"	"TBA"	"Activity"	"Gregory B Bonds"
"21165"	"Health & PE"	"HPE 191"	"Varsity Sports-Women's Track"	"008"	"ACT"	"1"	"00:00:00"	"00:00:00"	"TBA"	"TBA"	"Activity"	"Gregory B Bonds"
"21166"	"Health & PE"	"HPE 191"	"Varsity Sports-Women's Track"	"009"	"ACT"	"1"	"00:00:00"	"00:00:00"	"TBA"	"TBA"	"Activity"	"Gregory B Bonds"
"21167"	"Health & PE"	"HPE 191"	"Varsity Sports-Women's Track"	"010"	"ACT"	"1"	"00:00:00"	"00:00:00"	"TBA"	"TBA"	"Activity"	"Gregory B Bonds"
"21168"	"Health & PE"	"HPE 191"	"Varsity Sports-Women's Track"	"011"	"ACT"	"1"	"00:00:00"	"00:00:00"	"TBA"	"TBA"	"Activity"	"Gregory B Bonds"
"21169"	"Health & PE"	"HPE 191"	"Varsity Sports-Women's Track"	"012"	"ACT"	"1"	"00:00:00"	"00:00:00"	"TBA"	"TBA"	"Activity"	"Gregory B Bonds"
"21170"	"Health & PE"	"HPE 191"	"Varsity Sports-Women's Track"	"013"	"ACT"	"1"	"00:00:00"	"00:00:00"	"TBA"	"TBA"	"Activity"	"Gregory B Bonds"
"21171"	"Health & PE"	"HPE 191"	"Varsity Sports-Women's Track"	"014"	"ACT"	"1"	"00:00:00"	"00:00:00"	"TBA"	"TBA"	"Activity"	"Gregory B Bonds"
"21172"	"Health & PE"	"HPE 191"	"Varsity Sports-Women's Track"	"015"	"ACT"	"1"	"00:00:00"	"00:00:00"	"TBA"	"TBA"	"Activity"	"Gregory B Bonds"
"21992"	"Health & PE"	"HPE 209"	"Essentials of Human Performance"	"001"	"LEC"	"3"	"07:30:00"	"09:00:00"	"TR"	"TBA"	"In-Person Instruction"	"Donnie C Andrews, Regina D Moses"
"21994"	"Health & PE"	"HPE 209"	"Essentials of Human Performance"	"002"	"LEC"	"3"	"11:15:00"	"12:15:00"	"MWF"	"TBA"	"In-Person Instruction"	"Donnie C Andrews, Regina D Moses"
"21736"	"Health & PE"	"HPE 212"	"Personal and Community Health"	"001"	"ONL"	"3"	"00:00:00"	"00:00:00"	""	"Online"	"Online (asynchronous)"	"Lori Galloway Cochran, Regina D Moses"
"22037"	"Health & PE"	"HPE 232"	"Sports Safety and First Aid Training"	"001"	"BL2"	"2"	"00:00:00"	"00:00:00"	""	"Kennamer Hall GYM-134"	"Hybrid (mostly online)"	"Amy Maxwell Harris, Regina D Moses"
"22038"	"Health & PE"	"HPE 232"	"Sports Safety and First Aid Training"	"002"	"BL2"	"2"	"00:00:00"	"00:00:00"	""	"Kennamer Hall GYM-134"	"Hybrid (mostly online)"	"Amy Maxwell Harris, Regina D Moses"
"22040"	"Health & PE"	"HPE 232"	"Sports Safety and First Aid Training"	"003"	"BL2"	"2"	"00:00:00"	"00:00:00"	""	"Kennamer Hall GYM-134"	"Hybrid (mostly online)"	"Amy Maxwell Harris, Regina D Moses"
"22604"	"Health & PE"	"HPE 232"	"Sports Safety and First Aid Training"	"004"	"BL2"	"2"	"00:00:00"	"00:00:00"	""	"TBA"	"Hybrid (mostly online)"	"Amy Maxwell Harris, Regina D Moses"
"21181"	"Health & PE"	"HPE 260"	"Motor Development"	"001"	"LEC"	"3"	"18:00:00"	"21:00:00"	"M"	"TBA"	"In-Person Instruction"	"Kory Jon Hill, Regina D Moses"
"22043"	"Health & PE"	"HPE 272"	"Basic Athletic Training"	"001"	"LEC"	"3"	"09:15:00"	"10:45:00"	"TR"	"TBA"	"In-Person Instruction"	"Christopher M Clark, Regina D Moses"
"21737"	"Health & PE"	"HPE 315"	"Community and Public Health"	"001"	"ONL"	"3"	"00:00:00"	"00:00:00"	""	"Online"	"Online (asynchronous)"	"Margaret J Pope, Regina D Moses"
"22826"	"Health & PE"	"HPE 318"	"Public Health for Special Populations"	"001"	"ONL"	"3"	"00:00:00"	"00:00:00"	""	"Online"	"Online (asynchronous)"	"Lori Galloway Cochran, Regina D Moses"
"22082"	"Health & PE"	"HPE 324"	"Seminar in Coaching Offensive Football"	"001"	"BL2"	"1"	"00:00:00"	"00:00:00"	""	"TBA"	"Hybrid (mostly online)"	"Skylar Denard Mansfield, Lori Galloway Cochran, Regina D Moses"
"22084"	"Health & PE"	"HPE 329"	"Seminar in Coaching Tennis"	"001"	"BL2"	"1"	"00:00:00"	"00:00:00"	""	"TBA"	"Hybrid (mostly online)"	"Leslie W Salter, Lori Galloway Cochran, Regina D Moses"
"22088"	"Health & PE"	"HPE 330"	"Seminar in Coaching Track and Field"	"001"	"BL2"	"1"	"00:00:00"	"00:00:00"	""	"TBA"	"Hybrid (mostly online)"	"James Bogle, Lori Galloway Cochran, Regina D Moses"
"22091"	"Health & PE"	"HPE 332"	"Seminar in Coaching Wrestling"	"001"	"BL2"	"1"	"00:00:00"	"00:00:00"	""	"TBA"	"Hybrid (mostly online)"	"Skylar Denard Mansfield, Lori Galloway Cochran, Regina D Moses"
"22021"	"Health & PE"	"HPE 350"	"Introduction to Personal Training"	"001"	"BL1"	"3"	"10:00:00"	"11:00:00"	"MW"	"TBA"	"Hybrid (mostly on-campus)"	"Jennifer Aubrey Crosson, Regina D Moses"
"22001"	"Health & PE"	"HPE 355"	"Introductory Methods of Elementary HPE"	"001"	"LEC"	"3"	"07:30:00"	"09:00:00"	"MW"	"Kennamer Hall GYM-134"	"In-Person Instruction"	"Lori Galloway Cochran, Regina D Moses"
"22006"	"Health & PE"	"HPE 356"	"Introductory Methods of Secondary HPE"	"001"	"LEC"	"3"	"09:15:00"	"10:45:00"	"MW"	"TBA"	"In-Person Instruction"	"Franco Zengaro, Regina D Moses"
"22010"	"Health & PE"	"HPE 357"	"21st Century Technology in HPE"	"001"	"LEC"	"3"	"11:00:00"	"12:30:00"	"MW"	"TBA"	"In-Person Instruction"	"Franco Zengaro, Regina D Moses"
"21738"	"Health & PE"	"HPE 360"	"Child and Adolescent Health and Wellness"	"001"	"ONL"	"3"	"00:00:00"	"00:00:00"	""	"Online"	"Online (asynchronous)"	"Margaret J Pope, Regina D Moses"
"22094"	"Health & PE"	"HPE 362"	"Kinesiology"	"001"	"LEC"	"3"	"08:45:00"	"09:45:00"	"MWF"	"TBA"	"In-Person Instruction"	"John Roberts Mayfield, Regina D Moses"
"22096"	"Health & PE"	"HPE 362"	"Kinesiology"	"002"	"LEC"	"3"	"07:30:00"	"09:00:00"	"TR"	"TBA"	"In-Person Instruction"	"John Roberts Mayfield, Regina D Moses"
"22553"	"Health & PE"	"HPE 362"	"Kinesiology"	"003"	"LEC"	"3"	"09:15:00"	"10:45:00"	"TR"	"TBA"	"In-Person Instruction"	"Donnie C Andrews, Regina D Moses"
"21185"	"Health & PE"	"HPE 363"	"Nutrition for Sports Performance"	"001"	"ONL"	"3"	"00:00:00"	"00:00:00"	""	"Online"	"Online (asynchronous)"	"Majid Surena Koozehchian, Regina D Moses"
"21332"	"Health & PE"	"HPE 375"	"Therapeutic Exercise and Modalities"	"001"	"LEC"	"3"	"11:00:00"	"12:30:00"	"TR"	"South Complex"	"In-Person Instruction"	"Christopher M Clark, Regina D Moses"
"21177"	"Health & PE"	"HPE 391"	"Methods and Principles in Coaching"	"001"	"ONL"	"3"	"00:00:00"	"00:00:00"	""	"Online"	"Online (asynchronous)"	"Lori Galloway Cochran, Regina D Moses"
"21996"	"Health & PE"	"HPE 400"	"Exercise Physiology"	"001"	"LEC"	"3"	"10:00:00"	"11:00:00"	"MWF"	"TBA"	"In-Person Instruction"	"Donnie C Andrews, Regina D Moses"
"21997"	"Health & PE"	"HPE 400"	"Exercise Physiology"	"002"	"LEC"	"3"	"11:00:00"	"12:30:00"	"TR"	"TBA"	"In-Person Instruction"	"Donnie C Andrews, Regina D Moses"
"22051"	"Health & PE"	"HPE 405"	"Scientific Principles of Conditioning"	"001"	"LEC"	"3"	"11:00:00"	"14:00:00"	"R"	"TBA"	"In-Person Instruction"	"Andrew Thomas Newton, Regina D Moses"
"21999"	"Health & PE"	"HPE 413"	"Exercise Physiology Lab"	"001"	"LAB"	"1"	"07:45:00"	"09:45:00"	"W"	"Stephenson Hall 143"	"Lab"	"Donnie C Andrews, Regina D Moses"
"22046"	"Health & PE"	"HPE 413"	"Exercise Physiology Lab"	"002"	"LAB"	"1"	"14:30:00"	"16:30:00"	"T"	"Stephenson Hall 143"	"Lab"	"David J Kean, Regina D Moses"
"22048"	"Health & PE"	"HPE 415"	"Biomechanics (WI)"	"001"	"LEC"	"3"	"08:45:00"	"09:45:00"	"MWF"	"TBA"	"In-Person Instruction"	"David J Kean, Regina D Moses"
"22845"	"Health & PE"	"HPE 415"	"Biomechanics (WI)"	"002"	"LEC"	"3"	"12:45:00"	"14:15:00"	"TR"	"TBA"	"In-Person Instruction"	"David J Kean, Regina D Moses"
"22054"	"Health & PE"	"HPE 430"	"Exercise Prescription"	"001"	"BL1"	"3"	"10:00:00"	"11:00:00"	"MW"	"Stephenson Hall 143"	"Hybrid (mostly on-campus)"	"Andrew Thomas Newton, Regina D Moses"
"22056"	"Health & PE"	"HPE 430"	"Exercise Prescription"	"002"	"BL1"	"3"	"09:15:00"	"10:45:00"	"TR"	"Stephenson Hall 143"	"Hybrid (mostly on-campus)"	"Andrew Thomas Newton, Regina D Moses"
"22058"	"Health & PE"	"HPE 440"	"Fitness Testing"	"001"	"LEC"	"3"	"11:15:00"	"12:45:00"	"MW"	"Stephenson Hall 143"	"In-Person Instruction"	"Andrew Thomas Newton, Regina D Moses"
"22059"	"Health & PE"	"HPE 440"	"Fitness Testing"	"002"	"LEC"	"3"	"11:00:00"	"14:00:00"	"T"	"Stephenson Hall 143"	"In-Person Instruction"	"Andrew Thomas Newton, Regina D Moses"
"22022"	"Health & PE"	"HPE 441"	"Design of Wellness Programs"	"001"	"BL1"	"3"	"11:15:00"	"12:15:00"	"MW"	"TBA"	"Hybrid (mostly on-campus)"	"Jennifer Aubrey Crosson, Regina D Moses"
"21186"	"Health & PE"	"HPE 450"	"ESW Research Seminar (WI)"	"001"	"BL1"	"3"	"09:30:00"	"11:00:00"	"M"	"TBA"	"Hybrid (mostly on-campus)"	"Majid Surena Koozehchian, Regina D Moses"
"22476"	"Health & PE"	"HPE 450"	"ESW Research Seminar (WI)"	"002"	"BL1"	"3"	"09:30:00"	"11:00:00"	"W"	"TBA"	"Hybrid (mostly on-campus)"	"Majid Surena Koozehchian, Regina D Moses"
"22062"	"Health & PE"	"HPE 462"	"Effective Teaching in HPE"	"001"	"LEC"	"3"	"07:30:00"	"09:00:00"	"TR"	"TBA"	"In-Person Instruction"	"Franco Zengaro, Regina D Moses"
"21191"	"Health & PE"	"HPE 465"	"Practicum in Exercise Science and Wellness"	"001"	"SB"	"6"	"00:00:00"	"00:00:00"	"TBA"	"Kennamer Hall"	"Site-Based"	"Regina D Moses"
"21206"	"Health & PE"	"HPE 482"	"Seminar in HPE"	"001"	"BL1"	"3"	"13:30:00"	"15:30:00"	"M"	"Kennamer Hall 207"	"Hybrid (mostly on-campus)"	"Andrea Martin Rains, Regina D Moses"
"21210"	"Health & PE"	"HPE 500"	"Foundations of Health and Physical Education"	"001"	"ONL"	"3"	"00:00:00"	"00:00:00"	""	"Online"	"Online (asynchronous)"	"Roland A Thornburg, Regina D Moses"
"21212"	"Health & PE"	"HPE 512"	"Physical Education Methods I"	"001"	"ONL"	"3"	"00:00:00"	"00:00:00"	""	"Online"	"Online (asynchronous)"	"Andrea Martin Rains, Regina D Moses"
"21182"	"Health & PE"	"HPE 513"	"Physical Education Methods II"	"001"	"ONL"	"3"	"00:00:00"	"00:00:00"	""	"Online"	"Online (asynchronous)"	"Kory Jon Hill, Regina D Moses"
"21211"	"Health & PE"	"HPE 515"	"Assessment in Health and Physical Education"	"001"	"ONL"	"3"	"00:00:00"	"00:00:00"	""	"Online"	"Online (asynchronous)"	"Roland A Thornburg, Regina D Moses"
"21192"	"Health & PE"	"HPE 525"	"Issues and Trends in Athletics"	"001"	"ONL"	"3"	"00:00:00"	"00:00:00"	""	"Online"	"Online (asynchronous)"	"Kory Jon Hill, Regina D Moses"
"21193"	"Health & PE"	"HPE 525"	"Issues and Trends in Athletics"	"002"	"BL2"	"3"	"00:00:00"	"00:00:00"	""	"Kennamer Hall"	"Hybrid (mostly online)"	"Kory Jon Hill, Regina D Moses"
"21183"	"Health & PE"	"HPE 535"	"Skill Analysis"	"001"	"ONL"	"3"	"00:00:00"	"00:00:00"	""	"Online"	"Online (asynchronous)"	"Kory Jon Hill, Regina D Moses"
"21187"	"Health & PE"	"HPE 539"	"Diet and Performance"	"001"	"ONL"	"3"	"00:00:00"	"00:00:00"	""	"Online"	"Online (asynchronous)"	"Majid Surena Koozehchian, Regina D Moses"
"22099"	"Health & PE"	"HPE 540"	"Law and Ethics in Wellness and Sports Studies"	"001"	"ONL"	"3"	"00:00:00"	"00:00:00"	""	"Online"	"Online (asynchronous)"	"Gregory B Bonds, Regina D Moses"
"22621"	"Health & PE"	"HPE 540"	"Law and Ethics in Wellness and Sports Studies"	"002"	"BL2"	"3"	"00:00:00"	"00:00:00"	""	"TBA"	"Hybrid (mostly online)"	"Gregory B Bonds, Regina D Moses"
"21188"	"Health & PE"	"HPE 553"	"Applied Exercise Physiology I"	"001"	"ONL"	"3"	"00:00:00"	"00:00:00"	""	"Online"	"Online (asynchronous)"	"Majid Surena Koozehchian, Regina D Moses"
"21196"	"Health & PE"	"HPE 564"	"Human Resources Management in Sport"	"001"	"ONL"	"3"	"00:00:00"	"00:00:00"	""	"Online"	"Online (asynchronous)"	"Allen W Gilbert, Regina D Moses"
"21197"	"Health & PE"	"HPE 564"	"Human Resources Management in Sport"	"002"	"BL2"	"3"	"00:00:00"	"00:00:00"	""	"Kennamer Hall"	"Hybrid (mostly online)"	"Allen W Gilbert, Regina D Moses"
"21198"	"Health & PE"	"HPE 567"	"Sport Facility Administration and Design"	"001"	"ONL"	"3"	"00:00:00"	"00:00:00"	""	"Online"	"Online (asynchronous)"	"Reginald F Overton, Regina D Moses"
"21199"	"Health & PE"	"HPE 567"	"Sport Facility Administration and Design"	"002"	"BL2"	"3"	"00:00:00"	"00:00:00"	""	"Kennamer Hall"	"Hybrid (mostly online)"	"Reginald F Overton, Regina D Moses"
"21200"	"Health & PE"	"HPE 568"	"Administration of Athletics"	"001"	"ONL"	"3"	"00:00:00"	"00:00:00"	""	"Online"	"Online (asynchronous)"	"Reginald F Overton, Regina D Moses"
"21201"	"Health & PE"	"HPE 568"	"Administration of Athletics"	"002"	"BL2"	"3"	"00:00:00"	"00:00:00"	""	"Kennamer Hall"	"Hybrid (mostly online)"	"Reginald F Overton, Regina D Moses"
"21214"	"Health & PE"	"HPE 580"	"Adapted Physical Education"	"001"	"ONL"	"3"	"00:00:00"	"00:00:00"	""	"Online"	"Online (asynchronous)"	"Franco Zengaro, Regina D Moses"
"21184"	"Health & PE"	"HPE 590"	"Directed Studies in Wellness and Sports Studies"	"001"	"ONL"	"3"	"00:00:00"	"00:00:00"	""	"Online"	"Online (asynchronous)"	"Kory Jon Hill, Regina D Moses"
"21190"	"Health & PE"	"HPE 590"	"Directed Studies in Wellness and Sports Studies"	"002"	"ONL"	"3"	"00:00:00"	"00:00:00"	""	"Online"	"Online (asynchronous)"	"Majid Surena Koozehchian, Regina D Moses"
"21202"	"Health & PE"	"HPE 591"	"Internship in Sport Management"	"001"	"SB"	"3"	"00:00:00"	"00:00:00"	"TBA"	"Kennamer Hall"	"Site-Based"	"Reginald F Overton, Regina D Moses"
"21203"	"Health & PE"	"HPE 592"	"Internship in Sport Marketing and Administration"	"001"	"SB"	"3"	"00:00:00"	"00:00:00"	"TBA"	"Kennamer Hall"	"Site-Based"	"Reginald F Overton, Regina D Moses"
"21458"	"History"	"HY 101"	"Western Civilization I"	"001"	"LEC"	"3"	"13:45:00"	"15:15:00"	"MW"	"Stone Center 327"	"In-Person Instruction"	"Lindsay Holman"
"23099"	"History"	"HY 101"	"Western Civilization I"	"002"	"LEC"	"3"	"14:30:00"	"16:00:00"	"TR"	"Stone Center 325"	"In-Person Instruction"	"Tristn D Lambright"
"23100"	"History"	"HY 101"	"Western Civilization I"	"003"	"LEC"	"3"	"16:15:00"	"17:45:00"	"TR"	"Stone Center 325"	"In-Person Instruction"	"Tristn D Lambright"
"20991"	"History"	"HY 102"	"Western Civilization II"	"001"	"LEC"	"3"	"10:00:00"	"11:00:00"	"MWF"	"Stone Center 330"	"In-Person Instruction"	"Cathy Glover Burrows"
"20992"	"History"	"HY 102"	"Western Civilization II"	"002"	"LEC"	"3"	"08:45:00"	"09:45:00"	"MWF"	"Stone Center 330"	"In-Person Instruction"	"Cathy Glover Burrows"
"21292"	"History"	"HY 102"	"Western Civilization II"	"003"	"LEC"	"3"	"11:15:00"	"12:15:00"	"MWF"	"Stone Center 327"	"In-Person Instruction"	"Lindsay Holman"
"21293"	"History"	"HY 102"	"Western Civilization II"	"004"	"LEC"	"3"	"10:00:00"	"11:00:00"	"MWF"	"Stone Center 327"	"In-Person Instruction"	"Lindsay Holman"
"21307"	"History"	"HY 102"	"Western Civilization II"	"006"	"ONL"	"3"	"00:00:00"	"00:00:00"	""	"Online"	"Online (asynchronous)"	"Barbara Ann Cook"
"21437"	"History"	"HY 102"	"Western Civilization II"	"008"	"LEC"	"3"	"12:45:00"	"14:15:00"	"TR"	"Stone Center 327"	"In-Person Instruction"	"Ryan Christopher Burns"
"21440"	"History"	"HY 102"	"Western Civilization II"	"009"	"LEC"	"3"	"13:45:00"	"15:15:00"	"MW"	"Stone Center 328"	"In-Person Instruction"	"Ryan Christopher Burns"
"21721"	"History"	"HY 102"	"Western Civilization II"	"010"	"ONL"	"3"	"00:00:00"	"00:00:00"	""	"Online"	"Online (asynchronous)"	"Barbara Ann Cook"
"21290"	"History"	"HY 111"	"World History I"	"001"	"BL1"	"3"	"13:45:00"	"15:15:00"	"MW"	"Stone Center 330"	"Hybrid (mostly on-campus)"	"Llewellyn Dawson Cook"
"21291"	"History"	"HY 111"	"World History I"	"002"	"BL1"	"3"	"15:30:00"	"17:00:00"	"MW"	"Stone Center 330"	"Hybrid (mostly on-campus)"	"Llewellyn Dawson Cook"
"21298"	"History"	"HY 111"	"World History I"	"003"	"ONL"	"3"	"00:00:00"	"00:00:00"	""	"Online"	"Online (asynchronous)"	"Helen Irene Kaibara"
"21302"	"History"	"HY 111"	"World History I"	"004"	"ONL"	"3"	"00:00:00"	"00:00:00"	""	"TBA"	"Online (asynchronous)"	"Helen Irene Kaibara"
"22543"	"History"	"HY 111"	"World History I"	"005"	"ONL"	"3"	"00:00:00"	"00:00:00"	""	"Online"	"Online (asynchronous)"	"Llewellyn Dawson Cook"
"21295"	"History"	"HY 112"	"World History II"	"001"	"LEC"	"3"	"11:15:00"	"12:15:00"	"MWF"	"Stone Center 329"	"In-Person Instruction"	"Lance Richard Ingwersen"
"21312"	"History"	"HY 201"	"American History I"	"001"	"ONL"	"3"	"00:00:00"	"00:00:00"	""	"TBA"	"Online (asynchronous)"	"Richard Allan Dobbs"
"21319"	"History"	"HY 201"	"American History I"	"002"	"ONL"	"3"	"00:00:00"	"00:00:00"	""	"TBA"	"Online (asynchronous)"	"Jennifer L Gross"
"21414"	"History"	"HY 201"	"American History I"	"003"	"LEC"	"3"	"12:45:00"	"14:15:00"	"TR"	"Stone Center 326"	"In-Person Instruction"	"Barbara Ann Cook"
"21419"	"History"	"HY 201"	"American History I"	"004"	"LEC"	"3"	"14:30:00"	"16:00:00"	"TR"	"Stone Center 326"	"In-Person Instruction"	"Barbara Ann Cook"
"22499"	"History"	"HY 201"	"American History I"	"005"	"ONL"	"3"	"00:00:00"	"00:00:00"	""	"TBA"	"Online (asynchronous)"	"Jennifer L Gross"
"20989"	"History"	"HY 202"	"American History II"	"001"	"LEC"	"3"	"14:30:00"	"15:45:00"	"TR"	"Stone Center 329"	"In-Person Instruction"	"Wesley Reid Bishop"
"20997"	"History"	"HY 202"	"American History II"	"002"	"LEC"	"3"	"10:00:00"	"11:00:00"	"MF"	"Stone Center 326"	"In-Person Instruction"	"Tamara Jo Levi"
"20998"	"History"	"HY 202"	"American History II"	"003"	"ONL"	"3"	"00:00:00"	"00:00:00"	""	"Online"	"Online (asynchronous)"	"Cathy Glover Burrows"
"20999"	"History"	"HY 202"	"American History II"	"004"	"LEC"	"3"	"09:15:00"	"10:45:00"	"TR"	"Stone Center 328"	"In-Person Instruction"	"Collin Preston Wagnor"
